,Forest fires,Crop Residues,Rice Cultivation,Drained organic soils (CO2),Pesticides Manufacturing,Food Transport,Forestland,Net Forest conversion,Food Household Consumption,Food Retail,On-farm Electricity Use,Food Packaging,Agrifood Systems Waste Disposal,Food Processing,Fertilizers Manufacturing,IPPU,Manure applied to Soils,Manure left on Pasture,Manure Management,Fires in organic soils,Fires in humid tropical forests,On-farm energy use,Rural population,Urban population,Total Population - Male,Total Population - Female,total_emission,Average Temperature Â°C
Iran (Islamic Republic of),-0.2529558907877459,0.07546440332021456,-0.0991541869595504,-0.20846481670138842,-0.19689646805630598,2.0139950045954365,0.1966868479615364,-0.2240797496293188,0.2937300485965509,0.20650266692614888,1.2334414790661703,-0.12207250879069768,0.4443231463193346,0.6106238149878292,0.014051076203437493,0.1376684486324819,0.3484491908878494,0.2910555514863238,-0.03538694228554036,-0.08148302180291511,-0.21346912432629045,0.9376729088639433,0.03528594861744195,0.438722989289531,0.2779107383218458,0.28316972888719727,0.33326278424793365,-0.5420422204845621
Iraq,-0.25359107203916254,-0.15796070725449984,-0.2014608350777279,-0.20846481670138842,-0.259110949125844,0.15191476325093622,0.19654290085049345,-0.21676137458283845,-0.05378604871910831,-0.2361804201303429,-0.12763586119794867,-0.13299471041027172,0.2052469383876667,-0.210867957534071,-0.2554530001812706,-0.14523268339940257,-0.2898437825534505,-0.20906273890545518,-0.2900436248220409,-0.08148302180291511,-0.21346912432629045,0.0,-0.06598459910653183,0.07045927767603902,0.009707622283932788,0.013832400170709058,-0.1552225844260501,0.5657193970640892
Ireland,-0.25334322755103705,-0.2782798746547211,-0.212880194958226,0.40949274106737316,-0.2101170452835828,-0.19968299324431418,0.14664697725226253,-0.2240797496293188,-0.16604965005915245,-0.1852324119145069,-0.14705096014189695,-0.12111690775879917,-0.23221544692294893,-0.13648618549623792,-0.22898207309806992,-0.164946001887053,0.15286148828664223,-0.2536006793702342,0.10258132913913025,-0.08148302180291511,-0.21346912432629045,-0.17571340288027226,-0.19502100781724135,-0.21454493312281153,-0.2116360820757727,-0.2169751262081546,-0.18273161258956117,-0.8547283327000046
Isle of Man,-0.25359107203916254,0.0,0.23772557021926327,-0.2073013922417074,-0.25795913777975177,-0.3600616172760558,2.3073516889161313e-17,0.0,-0.17740716062424583,-0.25072810819592634,-0.15737415481886705,-0.12824228729333917,-0.2703862986312499,-0.18571966788545294,-0.11949605547838929,0.0,0.0,0.2175285730213337,0.0,-0.08148302180291511,-0.21346912432629045,-0.23234632025695484,-0.2167643004322525,-0.24775470099850297,-0.23992387847649965,-0.24715377337636713,-0.20420861726763495,-0.6499189291988855
Israel,-0.25359107203916254,-0.30185273595770157,-0.23206000871062948,-0.20846481670138842,-0.1634561844814293,-0.06470668450087048,0.19598061664446187,-0.22275519082049983,-0.14543323931920524,0.18091910338109424,-0.02902163363919747,-0.1282106184241967,-0.16457010996304025,-0.16726528128631382,-0.2582381741942827,-0.12515800771953955,-0.3013879814837941,-0.34939648033471726,-0.3075040883009941,-0.08148302180291511,-0.21346912432629045,-0.14816539860981542,-0.2091813403137614,-0.16085872995697023,-0.18915866829414163,-0.19363512662053778,-0.17027617572038656,0.07124894961069847
Italy,-0.2520380598522594,-0.06701384250080812,-0.06478205550456259,-0.16900230227420188,0.4719092034412277,0.7165600885387974,0.02329063660910488,-0.2240797496293188,0.05334642154176849,0.9643262289117969,-0.09289223715635911,0.0270081075507617,0.03716198306980935,1.5079587237388579,-0.1551380688858574,0.04322043174293479,0.5223175442736843,-0.210412506599402,0.535008659695702,-0.08148302180291511,-0.21346912432629045,-0.13028860426568525,-0.0028012130399730187,0.20676902506377373,0.10002356379086651,0.12765494344706355,0.13836909549499418,0.5478110106372226
Jamaica,-0.25359107203916254,-0.3061537612207971,-0.24667783255942755,-0.19462547339927247,-0.2217822604841212,-0.31657499602501254,0.19472772752654557,-0.2240797496293188,-0.17171248995263963,-0.23340605241077203,-0.15721471456363398,-0.12844759272416428,-0.2175378692811921,-0.20448320252227842,-0.11123759900719625,-0.18397278264576833,-0.3108746495142623,-0.38576488773587275,-0.31556672885608344,-0.08148302180291511,-0.21346912432629045,-0.1393164657187446,-0.2013319926189605,-0.23047770872243906,-0.2239749741990428,-0.23019892740970957,-0.23895394384369698,0.09015224639462568
Japan,-0.2482688091666538,-0.14651196256598872,0.2358877011163547,0.03725757843596825,0.749541325214041,2.8248890717064308,-0.28396570614316174,-0.19621056847498414,0.24906557570967408,1.8308797883767995,-0.060937262475091084,0.2841703024221754,0.29057711324682217,0.8322215302679207,-0.02965838823627513,1.0115218484371566,0.0055297160183231395,-0.2601166757909834,-0.018391978330999672,-0.08148302180291511,-0.21346912432629045,0.6718359740848309,-0.08707688211318834,1.0093428763649217,0.47458553695802275,0.5440434238282866,0.7647763282037715,-0.30411651509882
Jordan,-0.25359107203916254,-0.30426523043034653,-0.23270611057621826,-0.20846481670138842,-0.2560002250723671,-0.23672869356335535,0.19598061664446187,-0.2240797496293188,-0.1506580666674659,-0.21414833632373012,-0.07237487994031547,-0.13274023187264727,-0.1833420827514847,-0.21067997434263389,-0.1835658564359237,-0.17111223880436738,-0.31694446791546893,-0.3604107929541273,-0.31613929781203265,-0.08148302180291511,-0.21346912432629045,-0.2063475480700561,-0.20629964314524035,-0.14715627062522132,-0.1738147601978323,-0.18299850556801817,-0.22515670744161412,0.3582095225938601
Kazakhstan,-0.25359107203916254,0.07557673284470459,-0.21098637062606393,-0.20846481670138842,0.21449678801601413,0.044251749131582384,0.15809772131364977,-0.22403735620506807,0.01795450535667355,-0.09233311474262229,-0.09956610559313984,0.010301533146775019,-0.17367378302402478,-0.06555782055632398,-0.1817101263414222,-0.12260985469856676,0.058648823246197454,-0.04446808573268307,-0.003797689641101614,-0.08148302180291511,-0.21346912432629045,-0.0018533510748921691,-0.1177308898759765,-0.1309486117762169,-0.1333060996583161,-0.12639956379473713,-0.11350391445689405,1.2735270510790373
Kenya,-0.2530490394829763,-0.21777134713241417,-0.24353536527866446,-0.19962706965663365,-0.2466680529119364,-0.17428648722624285,0.09795792612278241,-0.2240797496293188,-0.1732439892907409,-0.23243098159978312,-0.15816365476063582,-0.1276977630684004,0.017559263195549738,-0.20999732404177082,-0.2434976804753298,-0.1686580387319855,-0.184642975032295,1.12879395026801,-0.1278597321092154,-0.08148302180291511,-0.21321632205810387,-0.22533472532562826,0.2650925156957699,-0.08603727942270536,0.06235774525048942,0.07466822061497515,-0.1874999400078704,-0.15445357138845114
Kiribati,-0.25359107203916254,0.0,-0.19441787142198508,-0.20846481670138842,-0.25795913777975177,-0.3601151262253756,2.3073516889161313e-17,0.0,-0.17753760503172603,-0.25087749481962757,-0.15737415481886705,-0.12923518098334202,-0.27051101780350056,-0.19774925378258695,-0.1257917305760281,-0.18710693639012482,-0.3227982492002929,-0.3999401668351248,-0.3211391003836802,-0.08148302180291511,-0.21346912432629045,-0.23162855768538182,-0.21659007336433742,-0.24750955154427678,-0.23969058236588148,-0.2468763532100482,-0.24939565002439615,-0.032719182700926525
Kuwait,-0.25359107203916254,-0.30592511708890835,-0.23270611057621826,-0.20846481670138842,-0.266110078246167,-0.12607665871224621,0.1959428565316532,-0.2240797496293188,-0.12652559864017895,0.01735635554430394,-0.09950047890654144,-0.13059287938237968,-0.19736345099134087,-0.20784266491087525,-0.21525253952443865,-0.13211333024622104,-0.31099810400687605,-0.3752994536293841,-0.3150913356263277,-0.08148302180291511,-0.21346912432629045,0.0,-0.21727097659051217,-0.20163820214281725,-0.20904364730898198,-0.2268947207491282,-0.1917318945777828,0.7277476552121028
Kyrgyzstan,-0.25359107203916254,-0.2742571078057281,-0.24251572619102038,-0.20846481670138842,-0.2560002250723671,-0.33459691201710534,0.15454142852848482,-0.2240797496293188,-0.1705694345145983,-0.24565633167751766,-0.15784470777091403,-0.13263341114027985,-0.2373548711657951,-0.20384308860202957,-0.2434976804753298,-0.18126100471891196,-0.22662660576436214,-0.31718087251570043,-0.24797020939876754,-0.08148302180291511,-0.21346912432629045,-0.2296586448936779,-0.16743791493208357,-0.22308897436331554,-0.20335925515929013,-0.2074544223315445,-0.25479978234085904,-0.5531283644631261
Lao People's Democratic Republic,0.8875137565265622,-0.2377119548046898,-0.11858281227999479,-0.20846481670138842,-0.2622216731793209,-0.30565218332368804,0.14004184710819934,-0.012210625708674839,-0.16787739910837685,-0.1267782859775062,-0.15710483637039963,-0.11335533574398339,-0.24657467778114076,-0.12974407221737808,-0.2429973249760615,-0.17549057547521957,-0.19057621180007556,-0.31063430259883673,-0.1136190711433966,-0.08148302180291511,0.562467854039821,-0.21721731041514925,-0.16010502425667242,-0.220082297330469,-0.19707919162642865,-0.2030288123338255,-0.16736949575821852,0.32878860203540816
Latvia,-0.25359107203916254,-0.2526376345175378,-0.21203191195961327,0.08897980313926436,-0.23889124277824414,-0.320317853126662,0.12354290526170322,-0.2146657754484224,-0.1747622248476431,-0.24099280604837256,-0.15710997905482607,-0.13155242762909225,-0.24910506937505333,-0.20232216163189082,-0.24169745930525308,-0.17197204645090064,-0.2874976854350664,-0.39171464254600546,-0.28534251858124626,-0.08148302180291511,-0.21346912432629045,-0.22342322306314158,-0.2097594255247275,-0.23423898506507765,-0.23011193614076997,-0.23512939954932668,-0.24100665458422174,3.2050744442643597
Lebanon,-0.25359107203916254,-0.30193652232585777,-0.23261231338844024,-0.20846481670138842,-0.22411530352422887,-0.24396382927227844,0.19498469366913337,-0.2240797496293188,-0.15649090115237216,-0.10833480273917377,-0.12342805359405232,-0.12918717583988834,-0.2008976219200191,-0.19384747194305327,-0.2648285181647882,-0.17363331043386612,-0.3085684945253345,-0.3688596401820567,-0.31532018432390985,-0.08148302180291511,-0.21346912432629045,-0.22337686100659396,-0.20892181562080536,-0.19026200879022015,-0.20813671088096847,-0.21182309188010418,-0.2295460697171939,0.377397079479807
Lesotho,-0.25359107203916254,-0.30404149293178917,-0.23270611057621826,-0.20846481670138842,-0.266110078246167,-0.3533262220488974,0.19598061664446187,-0.2240797496293188,-0.17582021753235338,-0.2320222683893968,-0.15854289182448555,-0.12923518098334202,-0.2661193350951245,-0.21016846980734813,0.011679213403239111,-0.18700839116709278,-0.31898873974346864,-0.359101208142541,-0.31881081842058173,-0.08148302180291511,-0.21346912432629045,0.0,-0.19663066705144158,-0.24094512030980683,-0.22735119699133294,-0.2336290328599098,-0.24353382110941446,-1.0279848648775438
Liberia,-0.2390936762610287,-0.2975918105913752,-0.2421968526007419,-0.2013757274584433,-0.2572772153783764,-0.35453991388360345,0.19118115256670404,-0.0027885551451111118,-4.1777796453611674e-17,-0.24775266635113363,-0.12161366096554575,-0.1203568812843585,-0.24634111608268772,-0.19556888880800005,-0.2252330412113767,-0.18598191338304296,-0.31156158157882746,-0.38953444533440046,-0.3133053498072802,-0.08148302180291511,-0.19745576412902166,-0.23153750720256064,-0.18664733833891536,-0.2194493845251298,-0.21068319107031902,-0.21623303064597418,-0.20739751106981563,0.13136996118666547
Libya,-0.25359107203916254,-0.30046171786163867,-0.23261231338844024,-0.20846481670138842,-0.2567779060857363,-0.06142602248793244,0.19598061664446187,-0.2240797496293188,-0.11520327901110831,-0.1790037799196541,-0.09934185294905808,-0.12594201367785515,-0.22075178738539863,-0.19348466237313877,-0.21223018897445628,-0.16760343453044857,-0.31145135317532346,-0.2996198194579588,-0.3096296937884334,-0.08148302180291511,-0.21346912432629045,0.0,-0.20116070857584128,-0.19001661020036972,-0.2008357228984645,-0.20727986153784825,-0.21576664508073215,-0.5220018832925728
Liechtenstein,-0.25359107203916254,0.0,0.2243673073229707,-0.20846481670138842,-0.25795913777975177,-0.36059215484792584,0.19598061664446187,-0.2240797496293188,-0.1775653360956562,-0.2508497911154274,-0.15737415481886705,-0.12923518098334202,-0.2704488015921337,-0.18738308306274126,-0.1426596028107315,-0.18696060747899088,0.0,-0.16981332948046376,0.0,-0.08146013540424482,0.0,-0.23236794422621743,-0.21685677402839146,-0.2481865288591508,-0.24018702803354075,-0.24743522820834263,-0.21848107601730418,1.296836379444176
Lithuania,-0.25359107203916254,-0.21154121795350347,-0.1993554060186999,0.3423416456250302,-0.2342251566980288,-0.26400819892527805,0.11948860468935382,-0.21279410981756552,-0.17314269075051877,-0.2384515975399406,-0.15761021285310028,-0.13193028429705037,-0.24663684760655635,-0.19160968805257172,0.06985049920723788,-0.14787446985268388,-0.2578214088698103,-0.3869010120919775,-0.2583085948279427,-0.08148302180291511,-0.21346912432629045,-0.21289174219638185,-0.20585589762357306,-0.22722214520100312,-0.2248965202601602,-0.22923576169149298,-0.19541092354507378,3.005381722599493
Luxembourg,-0.25359107203916254,-0.3043977344370621,-0.23270611057621826,-0.2082084899741893,-0.2653323972327978,-0.29825561356570157,0.1924326691892542,-0.2240797496293188,-0.17564491283493738,-0.2431732476031611,-0.15844791736055971,-0.12931315176081012,-0.2663548070513889,-0.20814127394950685,-0.14687165096255575,-0.1831675746603337,-0.3092074696483394,-0.3963289534654892,-0.30811389281557827,-0.08148302180291511,-0.21346912432629045,-0.2317411072396839,-0.216624563110243,-0.24226406596836103,-0.23668753939795592,-0.24382293546229042,-0.249071341674431,1.8654987135232455
Madagascar,-0.09437815113194872,-0.21864706910160914,0.22391397143508499,0.03977920151008125,-0.25211182000552096,-0.3377001764247136,0.19598061664446187,-0.14795889946830787,-0.17669994499774888,-0.24054086225669521,-0.157640056224318,-0.12923518098334202,-0.13090151242022874,-0.2089701889683277,-0.2434976804753298,-0.18609128341341208,-0.238411908713142,0.009202743812888632,-0.2402665218305778,-0.08148302180291511,-0.12737620087673873,0.0,-0.004114002475084199,-0.13266687851245088,-0.07425258859521307,-0.0745200614659387,-0.1630902380899443,-0.6364165743532306
Malawi,-0.14058297181891236,-0.2416196025711566,-0.2385912851770334,-0.16073125220680592,-0.22022689845738275,-0.3357936853470146,0.19598061664446187,-0.10957376619085682,-0.17698056756302302,-0.2312188325170611,-0.1572177455871367,-0.12576297176153414,-0.23686192344474571,-0.1843724221873424,-0.2702039357376955,-0.18575412410457184,-0.09469010016819443,-0.21892413581951653,-0.14920059213803122,-0.08148302180291511,-0.11350999039556517,-0.22558717704841336,-0.007516527367904602,-0.20995758804218254,-0.1297981552865297,-0.12518031981542768,-0.2105656540236655,-0.457759100237414
Malaysia,-0.24910657729181257,-0.2670250291564881,-0.06331547627063537,1.604384951446827,0.8350862366846559,0.717898098756352,0.19953666461298572,0.2848062642727619,0.12802629384049444,0.3423246679718853,-0.12781848395524875,-0.13166743790995242,0.016146587483435622,0.3806648149942364,-0.07610266069581015,-0.011938074564281835,-0.15008439156785394,-0.3210391414001982,-0.20168017656839385,0.774539079781793,-0.20845496982832473,0.06159840232344069,-0.1232524802863866,0.026473494998464745,-0.04092585457485088,-0.048232381892710036,0.2430033715192804,0.31770245805686115
Maldives,-0.25359107203916254,-0.30622748525460874,-0.21502550060619613,-0.20846481670138842,-0.2653323972327978,-0.34694458750482404,0.19598061664446187,-0.2240797496293188,-0.1765827505909158,-0.24846170336284168,-0.1581021867532035,-0.12551120989568054,-0.2678367243380349,-0.18738308306274126,-0.1573404102659761,-0.18709158837777146,0.0,-0.16784250581297347,0.0,-0.08148302180291511,-0.21346912432629045,-0.22805127705602216,-0.2138611379679863,-0.2462252574014556,-0.23692336048535653,-0.24500234941905116,-0.2429023181073595,-0.47623600686832
Mali,-0.25306331992998626,-0.1426519614470495,-0.14687156118796718,-0.20846481670138842,-0.26688775925953623,-0.28609983498516584,0.19496667871609288,-0.22278489051634284,-0.17544082975164718,-0.22102060467300713,-0.15685123470561174,-0.12923518098334202,-0.20977470804285975,-0.2108641180591766,-0.2434976804753298,-0.18445812900173253,-0.2509068688521645,0.573147189521467,-0.19321149504353402,-0.08148302180291511,-0.21287903987728962,-0.22497849187281269,-0.0747841931521229,-0.15177033820954314,-0.11453577458009757,-0.11844688106215101,-0.1945772649516183,-0.6432388168015674
Malta,-0.25359107203916254,-0.30620452121434716,-0.23270611057621826,-0.20846481670138842,-0.2653323972327978,-0.3416538861618744,0.19592309361316493,-0.2240797496293188,-0.17600779151447327,-0.24187444531677524,-0.15830598357990186,-0.13321124772886545,-0.2638783581018985,-0.2095690116022632,-0.18261579672645198,-0.1847187324339386,-0.3207517345442147,-0.39949791439297005,-0.3176435125541522,-0.08148302180291511,-0.21346912432629045,-0.23071304029286657,-0.21698506486247154,-0.24378915510797652,-0.2372781608275607,-0.244619412905165,-0.25199005307934175,0.19333866342571795
Marshall Islands,-0.25359107203916254,0.0,-0.14995487616904665,-0.20846481670138842,-0.25795913777975177,-0.3590344587209537,0.19598061664446187,-0.2240797496293188,-0.17751593511387098,-0.250861690549863,-0.15856163820207358,-0.12923518098334202,-0.2706409195515795,-0.18738308306274126,-0.1451741212611829,-0.18711453908071657,0.0,-0.16981332948046376,0.0,-0.08148302180291511,-0.21346912432629045,-0.23172877566537592,-0.2171228860874863,-0.24779814808496908,-0.24015218335394325,-0.24741443983956335,-0.23980720791283608,-1.466456072234182
Martinique,-0.25359107203916254,0.0,-0.16196427228906599,-0.20846481670138842,-0.2569916894192198,-0.34450179733245495,0.19430622303698283,-0.2240797496293188,-4.1777796453611674e-17,-0.21605288563680936,-0.11920636816134285,-0.06740717198787928,-0.2679084281645304,-0.11769517845959525,-0.11949605547838929,0.0,0.0,-0.18446375402308202,0.0,-0.08148302180291511,-0.21346912432629045,-0.2308556236003956,-0.21674671742453597,-0.2445250584139689,-0.2384085048524677,-0.24521870836488469,-0.2289333335370201,-0.9002099490222377
Mauritania,-0.25359107203916254,-0.29676366054940323,-0.21589065744468605,-0.20846481670138842,-0.266110078246167,-0.32925809718403265,0.17376995288061314,-0.21325089774892336,-0.1733618451640649,-0.24661688560525305,-0.1494660710366052,-0.12923518098334202,-0.24985777420630928,-0.19654982752693537,-0.2434976804753298,-0.18694979334091458,-0.30452546708622186,-0.1332793073134942,-0.27903943017626964,-0.08148302180291511,-0.21346912432629045,-0.21484440244118086,-0.1905075724667962,-0.21957771103556714,-0.21454741553814488,-0.21943056468285504,-0.2448965856844143,0.7563157954645123
Mauritius,-0.25359107203916254,-0.30617961444616754,-0.24667783255942755,-0.20846481670138842,-0.25522254405899786,-0.34243524096525274,0.19562903204129142,-0.2240361347819926,-0.17525683871302,-0.17256703940588142,-0.15771136428435398,-0.12923518098334202,-0.2591317343113101,-0.19941634301444147,0.15552722289110313,-0.18618182837550462,-0.32048140779522655,-0.39438796778122615,-0.32002533611320355,-0.08148302180291511,-0.21346912432629045,-0.2318492104329594,-0.20781843179255216,-0.24262149976522196,-0.2328863453970663,-0.2395944213420568,-0.2347523026560308,-0.7486993146487663
Mayotte,-0.25359107203916254,0.0,-0.15141830805650253,-0.20846481670138842,-0.25795913777975177,-0.35853993862448835,0.19600780778186333,-0.22389907296977057,-0.17753458020058505,-0.24783433191396173,-0.15737415481886705,-0.12863496548897482,-0.26798616100747763,-0.18738308306274126,-0.11949605547838929,0.0,0.0,-0.18446375402308202,0.0,-0.08148302180291511,-0.21346912432629045,-0.23154226997130078,-0.21541551843006343,-0.24689339581766184,-0.2387126412419305,-0.24569728367596544,-0.23878536026991723,-0.6722333472069985
Mexico,0.36973640384106293,0.14982806784547356,-0.2380107217039635,-0.20846481670138842,0.4493564540535202,1.6246492308844658,0.191241368581053,0.01601566942233117,0.21556408482058106,0.3010128544801563,0.01734219471231578,-0.01915749629534562,2.0534683387876074,-0.08052637549927169,-0.21146762422967896,0.6398245416108438,0.6982237048654101,1.48217446519942,0.25456298151410867,-0.08148302180291511,0.029604384910277785,0.6496421128976041,0.10578068492260814,0.922413369501973,0.4828750474788078,0.5446301232586395,0.7167618092638827,0.2713680614285687
Micronesia (Federated States of),-0.25359107203916254,-0.3062247206033408,-0.2466420254089286,-0.20846481670138842,-0.25795913777975177,-0.3594167405334798,0.1955375023295226,-0.2240797496293188,-0.17752511755495043,-0.25089805032800716,-0.158569388141314,-0.12551120989568054,-0.27055113743444437,-0.19996992174980763,0.03700242920805083,-0.18711453908071657,-0.32268614077913493,-0.3988653198700185,-0.31922583115096936,-0.08148302180291511,-0.21346912432629045,-0.23174919228941593,-0.2162307989160663,-0.24797915053195213,-0.2397502657705712,-0.2469904309213257,-0.24543878156975743,-1.1198008778280761
Monaco,-6.17299947457819e-17,0.0,0.26417188808235936,-0.20846481670138842,-0.25795913777975177,-0.36059124764682193,0.19598061664446187,-0.2240797496293188,-0.17756531542482837,-0.2508456729011188,-0.15737415481886705,-0.12923518098334202,-0.27053634453289394,-0.18738308306274126,-0.13776787221774583,-0.18696098314927714,0.0,-0.16981332948046376,0.0,-0.08146013540424482,0.0,0.0,-0.21727097659051217,-0.24782120937818436,-0.24020027535358993,-0.24744392488096212,-0.2160348878441534,0.8828115408607436
Mongolia,-0.25355569671130324,-0.29739669096945615,-0.157859565345653,1.0610741202382232,-0.2622216731793209,-0.3041999135144715,0.19597009587129488,-0.22158071801690923,-0.16213436099637757,-0.20249583115603445,-0.15292815062630744,-0.11264648919382098,-0.15397040141860496,-0.1308830810977292,-0.23897525750648557,-0.18343587119107782,0.00824185587222098,0.2038671325614792,-0.09502915657325574,-0.08148302180291511,-0.21346912432629045,-0.23134961930636858,-0.20467313979039994,-0.22437893363359168,-0.22119836880014968,-0.2272778048727335,-0.13080017071658406,0.9294301975910558
Montenegro,-0.2522136876311709,-0.3060624031951143,-0.23270611057621826,-0.20740740704046148,-0.2653323972327978,-0.34445626220336395,0.19598061664446187,-0.2240797496293188,-0.17548561884206484,-0.24179705987346387,-0.15811403791144882,-0.1309472802489114,-0.2627459758256895,-0.208170708187164,-0.09658343910128848,-0.18040596286269203,-0.31424426782281234,-0.3965257352393652,-0.31297398636031515,-0.08148302180291511,-0.21346912432629045,-0.23147102827664895,-0.2147082907863529,-0.24364580463620075,-0.23681187395235384,-0.2437093374826001,-0.24521287362063948,0.4683603121242906
Montserrat,-0.25359107203916254,0.0,-0.02456472210809213,-0.20846481670138842,-0.25795913777975177,-0.36048364086325524,0.19597139098938066,-0.2240797496293188,-0.17755115131423888,-0.24783433191396173,-0.15737415481886705,-0.12863496548897482,-0.26798616100747763,-0.18738308306274126,-0.11949605547838929,0.0,0.0,-0.18446375402308202,0.0,-0.08148302180291511,-0.21346912432629045,-0.23235348938962141,-0.2172113020664599,-0.2482416961519386,-0.24038502144551716,-0.2476492376994798,-0.23174346305353832,-0.7803943160233415
Morocco,-0.25144010007014056,-0.2295564577251909,-0.24410482655051866,-0.20846481670138842,0.03951856000793847,-0.05796360193804246,0.17138226759634803,-0.2240797496293188,0.057624614548424366,-0.20116098915997407,0.010005394030853204,-0.10243365179293137,-0.02471546326111653,-0.11681831124734199,-0.04517355762995204,-0.15704762171839595,-0.2498123027843362,0.06435407083418535,-0.2585520295167122,-0.08148302180291511,-0.21346912432629045,0.0362146434664128,-0.047964157717228645,0.006863661729166482,-0.02344145906764908,-0.023630823539629496,-0.13477584488696875,0.9923938101871514
Mozambique,4.424645060990627,-0.25156310672473314,-0.2151243787538344,-0.20846481670138842,-0.26066631115258243,-0.30242335910014156,0.19134234593190402,0.6376100802795517,-0.17707734837898217,-0.231734647750001,-0.15846267025694508,-0.12818160455082028,-0.15204153862385522,-0.20921355020335686,-0.2434976804753298,-0.1706640579759025,-0.262085354874653,-0.24893245357489246,-0.27100674594459057,-0.08148302180291511,1.375120688820353,-0.14636791136893557,0.03734144479944101,-0.11849661830231441,-0.06080708722879077,-0.052277884562826456,0.05370875465059426,-0.8669515170865979
Myanmar,3.619450852654704,0.188436148827756,1.4070464386437211,0.5918066842428567,0.02474262075392319,-0.11750359236481261,0.21566915527064498,1.0968131068616733,-0.14041186803912353,-0.2013267632893177,-0.01929035602530782,-0.1318534734642274,0.06197327598954446,-0.18896605590459695,-0.2358941084196036,-0.16599617160689978,0.6642429134933037,0.23551291781905512,1.1217875359463418,2.4575640603090063,3.359629543559701,0.15817219810982944,0.25536891205235607,-0.0633658617953806,0.072052223317485,0.08219557824266127,0.3962178387681393,0.35607757182875494
Namibia,-0.2529232846720444,-0.30294681556352726,-0.23261231338844024,-0.2082490354256299,-0.266110078246167,-0.3297186688602423,0.19598061664446187,-0.05304806387623848,-4.1777796453611674e-17,-0.24056621167948583,-0.0267396754432254,-0.11697289320319147,-0.2630349181330541,-0.19556888880800005,-0.212862771323431,-0.18293951303494352,-0.3120881184530157,-0.25154554460927075,-0.30347185983909253,-0.08148302180291511,-0.21346912432629045,-0.1399823374253024,-0.20107259316110215,-0.2330485283967157,-0.2263003956071114,-0.23183898209667522,-0.18963214659324265,-1.4623343007549798
Nauru,-0.25359107203916254,0.0,-0.1893271905540261,-0.20846481670138842,-0.25788493933930323,-0.35057023274227045,0.19598061664446187,-0.2240797496293188,-0.1775265828869686,-0.2509098999740142,-0.1585776839520857,-0.13312804880228574,-0.2707136948922172,-0.20403437866371313,-0.20563475766140063,-0.18711145341820073,-0.32341515885293737,-0.39994781020915343,-0.32193465611999855,-0.08148302180291511,-0.21346912432629045,-0.23220127229986795,-0.21727097659051217,-0.24812526315956157,-0.24033919605293563,-0.2476010923294194,-0.25302147814375847,-0.966753069191562
Nepal,-0.18929338652593244,-0.13248342464297017,-0.004120694054927171,-0.07346580424181816,-0.2598886301392132,-0.27158221403602084,0.19598061664446187,-0.2240797496293188,-0.16449904628260734,-0.1739979730691419,-0.1585674704084343,-0.110344375200359,-0.13586868454148662,-0.13041997503615244,-0.23653112523267264,-0.16548172119224014,-0.11213178254812639,-0.11507362292330715,-0.11658235285680006,-0.08148302180291511,-0.1418135234945192,-0.16464050678310732,0.08371919497137023,-0.18080441971167577,-0.07622534708328405,-0.05863441419908196,-0.1788754749226751,-2.005128965550767
Netherlands (Kingdom of the),-0.25359107203916254,-0.2729223291922147,-0.19692350234495856,0.19845906327057247,-0.10746315151884508,-0.023247259821768326,0.18889504969825266,-0.2233249765855836,-0.09471652948394192,-0.05591696187207458,0.04150122611161754,-0.08366412274564426,-0.16780637344504484,0.12266738282951195,0.025764083013449353,-0.07129238670642477,0.2310295549434509,-0.31656434713342324,0.3138597004558501,-0.08148302180291511,-0.21346912432629045,0.23485881987913018,-0.20056502783364885,-0.076589384969538,-0.1386864493711696,-0.1397650457250493,-0.048279543625888134,1.608101191149537
New Caledonia,-0.25359107203916254,-0.3061159278399323,-0.23270611057621826,-0.20846481670138842,-0.26688775925953623,-0.3499050234439029,0.19598061664446187,-0.22357861464475928,-0.17749650912921622,-0.2477640963518139,-0.15737415481886705,-0.130091183460862,-0.2701102094492917,-0.19392438208742935,-0.2702077475840229,0.0,-0.3220534653644093,-0.39507540000209695,-0.31843767849319704,-0.08148302180291511,-0.21346912432629045,-0.2309903799802747,-0.2162475804191576,-0.24602420495271518,-0.23873637602368533,-0.24590841477757933,-0.25682050528397526,0.5230803817620022
New Zealand,-0.2523902927790793,-0.2912073341700555,-0.21502550060619613,-0.06945814084342342,-0.1945634250161983,-0.11049818544068495,0.024211771271779335,-0.19499831903197717,-0.17109921175489418,-0.21536825951394656,-0.13616503204929184,-0.12480760279644416,-0.21460761391971472,-0.11361777290369526,-0.2413025695124495,-0.15733476016361783,-0.18827163998390908,0.5025987368998677,0.22245757742680375,-0.08148302180291511,-0.21346912432629045,-0.2089936990841946,-0.20921817195599388,-0.20284564336156047,-0.21096035131248306,-0.21626810025508053,-0.20609485724563445,-1.0512941932426947
